,0,1,2,3,4,5
50780,281.0,238.0,71.0,176.0,250.0,281.0
2266,-34.0,-18.0,0.0,-34.0,-1.0,-3.0
35882,1.0,4.0,6.0,0.0,3.0,1.0
2422,39.0,63.0,18.0,13.0,21.0,27.0
54118,32.0,43.0,11.0,36.0,75.0,50.0
50907,96.0,69.0,-6.0,52.0,64.0,64.0
26598,37.0,34.0,-1.0,20.0,14.0,23.0
809,32.0,13.0,-29.0,7.0,57.0,43.0
1310,6.0,6.0,3.0,8.0,0.0,5.0
27787,6.0,5.0,4.0,6.0,1.0,4.0
33618,40.0,26.0,-21.0,19.0,13.0,22.0
42712,12.0,0.0,-31.0,10.0,17.0,13.0
35432,44.0,32.0,12.0,31.0,10.0,31.0
35939,25.0,20.0,0.0,10.0,5.0,15.0
36060,56.0,58.0,34.0,41.0,39.0,44.0
22317,43.0,43.0,0.0,16.0,33.0,35.0
2226,113.0,106.0,0.0,93.0,83.0,85.0
42553,5.0,17.0,3.0,-1.0,7.0,9.0
36023,36.0,34.0,3.0,30.0,14.0,27.0
2208,79.0,60.0,-2.0,42.0,37.0,64.0
36286,39.0,36.0,-76.0,27.0,8.0,32.0
35947,3.0,3.0,1.0,0.0,3.0,3.0
1723,44.0,69.0,21.0,4.0,50.0,63.0
34952,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
12906,12.0,18.0,-2.0,5.0,10.0,6.0
47569,-4.0,-10.0,-14.0,4.0,8.0,2.0
27254,19.0,20.0,3.0,4.0,16.0,13.0
16064,-4.0,0.0,3.0,10.0,0.0,15.0
53206,52.0,57.0,20.0,60.0,59.0,78.0
54317,33.0,33.0,8.0,29.0,17.0,15.0
35959,23.0,23.0,-1.0,17.0,43.0,27.0
2709,-20.0,-24.0,-4.0,-13.0,-8.0,-11.0
1598,45.0,47.0,15.0,17.0,27.0,40.0
13649,-9.0,-12.0,-9.0,-6.0,0.0,-3.0
47865,-1.0,13.0,-6.0,-3.0,38.0,11.0
13537,-70.0,-64.0,-17.0,-22.0,-5.0,-16.0
13648,17.0,13.0,3.0,8.0,3.0,10.0
47570,15.0,19.0,9.0,6.0,11.0,16.0
25282,-5.0,-1.0,3.0,-12.0,15.0,-3.0
35482,127.0,163.0,-5.0,140.0,238.0,98.0
2189,-11.0,-2.0,-17.0,13.0,-26.0,-14.0
51141,32.0,29.0,-20.0,15.0,42.0,27.0
139,33.0,45.0,8.0,15.0,17.0,21.0
1699,-322.0,-131.0,-147.0,-195.0,75.0,-46.0
2259,14.0,12.0,-1.0,12.0,5.0,13.0
13417,36.0,84.0,-114.0,67.0,188.0,5.0
12412,-4.0,-7.0,-6.0,-4.0,1.0,1.0
1313,14.0,13.0,-2.0,7.0,-2.0,9.0
50895,35.0,6.0,10.0,41.0,74.0,40.0
50899,49.0,55.0,48.0,25.0,66.0,33.0
35673,96.0,95.0,23.0,82.0,87.0,66.0
36090,21.0,19.0,5.0,15.0,31.0,24.0
36024,7.0,9.0,5.0,2.0,3.0,4.0
53003,78.0,64.0,4.0,47.0,6.0,56.0
4916,-16.0,-11.0,-13.0,-13.0,8.0,-7.0
2099,3.0,11.0,8.0,4.0,9.0,8.0
35334,202.0,199.0,9.0,118.0,37.0,118.0
3541,225.0,225.0,98.0,121.0,150.0,173.0
36106,37.0,34.0,6.0,20.0,23.0,27.0
49922,20.0,21.0,0.0,18.0,4.0,1.0
2527,9.0,12.0,-13.0,-4.0,35.0,10.0
34932,15.0,28.0,12.0,18.0,22.0,27.0
47564,79.0,86.0,5.0,95.0,62.0,50.0
33433,18.0,17.0,8.0,2.0,13.0,16.0
35858,0.0,7.0,-2.0,5.0,1.0,-1.0
5498,31.0,33.0,12.0,23.0,29.0,34.0
35752,123.0,120.0,0.0,52.0,40.0,111.0
35956,45.0,48.0,20.0,36.0,28.0,31.0
36075,26.0,22.0,-25.0,-1.0,48.0,36.0
47588,62.0,69.0,-44.0,108.0,92.0,85.0
27926,39.0,36.0,13.0,26.0,31.0,36.0
35439,-123.0,-151.0,-110.0,8.0,41.0,7.0
35929,209.0,198.0,31.0,141.0,92.0,168.0
46894,9.0,9.0,3.0,0.0,9.0,9.0
12838,62.0,59.0,-21.0,35.0,39.0,54.0
47733,2.0,5.0,-25.0,8.0,13.0,1.0
27,18.0,13.0,10.0,22.0,9.0,16.0
25350,30.0,36.0,1.0,27.0,38.0,34.0
2545,24.0,22.0,10.0,12.0,19.0,24.0
52795,104.0,87.0,13.0,67.0,52.0,79.0
2368,246.0,225.0,42.0,104.0,168.0,203.0
2428,-11.0,4.0,-1.0,-22.0,19.0,19.0
48672,7.0,7.0,13.0,0.0,12.0,7.0
53213,87.0,80.0,14.0,69.0,19.0,62.0
36103,15.0,14.0,3.0,9.0,4.0,12.0
36229,597.0,542.0,141.0,310.0,216.0,393.0
34249,135.0,135.0,18.0,52.0,101.0,160.0
1836,7.0,5.0,-8.0,11.0,19.0,12.0
11,53.0,53.0,31.0,45.0,48.0,48.0
2489,29.0,23.0,2.0,25.0,17.0,11.0
36041,257.0,250.0,61.0,197.0,100.0,153.0
34943,171.0,165.0,18.0,78.0,148.0,155.0
35988,61.0,63.0,-10.0,29.0,48.0,39.0
2366,16.0,10.0,13.0,18.0,7.0,15.0
43186,18.0,5.0,-12.0,21.0,17.0,20.0
29350,44.0,44.0,16.0,45.0,16.0,21.0
2184,21.0,12.0,6.0,6.0,5.0,15.0
35937,9.0,6.0,0.0,9.0,3.0,9.0
35998,13.0,22.0,0.0,13.0,15.0,18.0
50890,-18.0,-3.0,-48.0,-17.0,32.0,8.0
53715,-37.0,-14.0,-39.0,-33.0,46.0,-3.0
47600,-11.0,6.0,-18.0,-26.0,4.0,23.0
35997,115.0,104.0,24.0,70.0,41.0,75.0
2480,14.0,10.0,-8.0,1.0,14.0,18.0
34234,4.0,4.0,1.0,5.0,-2.0,1.0
2233,10.0,8.0,0.0,4.0,2.0,6.0
2236,9.0,9.0,3.0,0.0,9.0,9.0
2298,-21.0,-22.0,-9.0,-14.0,11.0,2.0
35936,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
2568,48.0,40.0,3.0,24.0,30.0,32.0
2244,47.0,74.0,9.0,39.0,40.0,50.0
53481,3.0,0.0,2.0,1.0,1.0,3.0
2124,1.0,1.0,4.0,0.0,0.0,1.0
36086,13.0,18.0,6.0,9.0,13.0,13.0
35966,-5.0,0.0,-10.0,6.0,8.0,1.0
34441,-166.0,-148.0,-78.0,-5.0,78.0,-14.0
50894,-20.0,-18.0,-6.0,-6.0,4.0,0.0
35967,263.0,247.0,62.0,171.0,125.0,212.0
2260,84.0,107.0,39.0,76.0,57.0,55.0
35590,94.0,98.0,40.0,80.0,124.0,114.0
12429,67.0,60.0,14.0,45.0,24.0,48.0
36109,72.0,55.0,0.0,76.0,41.0,53.0
2542,45.0,19.0,43.0,46.0,34.0,19.0
36232,46.0,45.0,2.0,21.0,27.0,30.0
35954,69.0,79.0,14.0,31.0,62.0,52.0
47565,8.0,1.0,-11.0,11.0,1.0,-3.0
52039,-10.0,-15.0,-25.0,0.0,10.0,0.0
2391,117.0,90.0,-20.0,75.0,78.0,82.0
2231,112.0,102.0,37.0,119.0,49.0,87.0
2234,-18.0,-21.0,-18.0,-6.0,6.0,-3.0
36113,132.0,121.0,10.0,89.0,67.0,76.0
50896,21.0,4.0,-16.0,-4.0,45.0,7.0
35906,1.0,-2.0,6.0,0.0,-2.0,1.0
35955,12.0,10.0,3.0,4.0,5.0,10.0
364,101.0,97.0,36.0,57.0,52.0,80.0
35903,78.0,81.0,20.0,64.0,17.0,52.0
2162,38.0,32.0,8.0,19.0,12.0,25.0
52221,1.0,1.0,4.0,0.0,0.0,1.0
34276,18.0,19.0,0.0,18.0,12.0,15.0
40992,3.0,0.0,-4.0,-1.0,-1.0,1.0
4777,20.0,24.0,0.0,19.0,16.0,15.0
54639,-90.0,-50.0,-84.0,-77.0,44.0,-35.0
36102,-18.0,16.0,-21.0,15.0,41.0,1.0
13209,2.0,2.0,1.0,2.0,3.0,2.0
34617,145.0,180.0,21.0,113.0,110.0,94.0
33294,83.0,88.0,25.0,42.0,55.0,68.0
41742,7.0,6.0,1.0,4.0,4.0,5.0
2390,-13.0,-9.0,-18.0,-10.0,2.0,-8.0
2793,62.0,64.0,-11.0,32.0,30.0,40.0
2315,4.0,31.0,-13.0,-1.0,17.0,5.0
54288,93.0,116.0,4.0,63.0,84.0,87.0
47567,50.0,49.0,13.0,53.0,20.0,23.0
21950,38.0,49.0,-2.0,15.0,20.0,37.0
13335,3.0,4.0,4.0,5.0,3.0,2.0
37403,249.0,225.0,70.0,157.0,105.0,175.0
36074,-4.0,-10.0,-13.0,-4.0,0.0,-5.0
2379,42.0,54.0,41.0,14.0,56.0,49.0
2163,15.0,27.0,1.0,6.0,22.0,23.0
2308,3.0,3.0,1.0,0.0,3.0,3.0
35932,19.0,19.0,7.0,9.0,14.0,17.0
35419,47.0,37.0,8.0,37.0,34.0,41.0
50870,64.0,107.0,-9.0,55.0,66.0,73.0
33211,142.0,141.0,28.0,100.0,34.0,89.0
52216,36.0,34.0,8.0,24.0,17.0,21.0
48739,12.0,12.0,3.0,6.0,3.0,9.0
33491,53.0,55.0,27.0,30.0,31.0,39.0
36079,-22.0,-23.0,-50.0,10.0,38.0,20.0
47560,9.0,10.0,-3.0,13.0,2.0,4.0
2285,37.0,35.0,2.0,16.0,26.0,33.0
35999,-56.0,-35.0,-57.0,-30.0,56.0,1.0
2202,43.0,49.0,8.0,29.0,26.0,21.0
35873,20.0,19.0,7.0,14.0,0.0,15.0
35989,29.0,29.0,-2.0,12.0,24.0,17.0
2281,37.0,23.0,-9.0,14.0,5.0,28.0
2425,-1.0,-6.0,-22.0,1.0,40.0,1.0
27875,11.0,16.0,-10.0,8.0,22.0,8.0
50887,-4.0,-10.0,-6.0,-18.0,32.0,-2.0
2295,25.0,24.0,3.0,19.0,13.0,10.0
36214,10.0,14.0,2.0,2.0,12.0,12.0
25187,1.0,4.0,11.0,9.0,18.0,10.0
35914,-8.0,38.0,-47.0,-16.0,60.0,41.0
3464,5.0,15.0,0.0,-6.0,21.0,0.0
13333,-10.0,-8.0,-4.0,-10.0,-3.0,-8.0
2539,47.0,68.0,41.0,32.0,50.0,29.0
35979,39.0,47.0,16.0,29.0,12.0,35.0
47574,12.0,12.0,3.0,6.0,3.0,9.0
40321,12.0,13.0,18.0,1.0,64.0,14.0
13434,-7.0,10.0,-7.0,-11.0,10.0,-3.0
2282,108.0,88.0,47.0,78.0,73.0,72.0
35993,208.0,211.0,32.0,127.0,119.0,150.0
35842,83.0,83.0,16.0,46.0,43.0,59.0
50897,-3.0,-9.0,-9.0,0.0,-9.0,-6.0
36211,40.0,38.0,4.0,36.0,17.0,29.0
42123,4.0,4.0,2.0,4.0,6.0,4.0
52818,25.0,24.0,9.0,13.0,8.0,17.0
29541,30.0,36.0,7.0,10.0,30.0,31.0
2195,10.0,16.0,1.0,8.0,10.0,10.0
2178,6.0,15.0,-2.0,14.0,12.0,26.0
2399,49.0,61.0,8.0,40.0,31.0,33.0
34165,386.0,396.0,40.0,226.0,342.0,354.0
35515,89.0,107.0,22.0,39.0,100.0,81.0
36007,47.0,52.0,26.0,24.0,41.0,37.0
35987,38.0,28.0,17.0,29.0,31.0,31.0
47572,-265.0,-101.0,-279.0,-249.0,95.0,-134.0
36002,57.0,56.0,-5.0,54.0,17.0,26.0
1068,100.0,91.0,-25.0,63.0,101.0,107.0
37249,71.0,74.0,31.0,50.0,76.0,75.0
2311,43.0,66.0,-1.0,37.0,80.0,49.0
13252,4.0,2.0,3.0,1.0,2.0,3.0
529,25.0,18.0,-26.0,-3.0,29.0,21.0
50918,80.0,72.0,-18.0,74.0,47.0,52.0
36045,56.0,42.0,8.0,27.0,42.0,50.0
12960,10.0,12.0,-32.0,10.0,16.0,11.0
50880,145.0,157.0,-4.0,81.0,82.0,82.0
2301,4.0,4.0,1.0,2.0,2.0,5.0
42603,19.0,25.0,7.0,31.0,7.0,11.0
34776,43.0,46.0,42.0,7.0,44.0,36.0
2187,33.0,53.0,13.0,16.0,37.0,74.0
2170,29.0,28.0,10.0,13.0,27.0,22.0
54268,250.0,250.0,12.0,185.0,167.0,187.0
36044,4.0,4.0,1.0,5.0,1.0,1.0
36275,5.0,4.0,0.0,2.0,1.0,3.0
2516,7.0,7.0,2.0,5.0,4.0,4.0
35912,5.0,5.0,9.0,0.0,3.0,5.0
2336,-251.0,-126.0,-298.0,-246.0,167.0,-131.0
3826,1.0,4.0,-1.0,1.0,7.0,10.0
2306,28.0,26.0,6.0,19.0,11.0,18.0
1230,118.0,97.0,124.0,44.0,99.0,72.0
36239,-10.0,-2.0,3.0,0.0,-3.0,-8.0
35879,27.0,34.0,-25.0,13.0,74.0,46.0
2747,5.0,4.0,0.0,2.0,1.0,3.0
2543,-51.0,-37.0,-30.0,-25.0,21.0,-19.0
16086,31.0,8.0,-19.0,14.0,58.0,40.0
50930,79.0,181.0,0.0,100.0,143.0,219.0
53711,-13.0,-3.0,-6.0,10.0,24.0,18.0
37660,5.0,5.0,0.0,5.0,2.0,5.0
36612,-39.0,2.0,-38.0,-39.0,36.0,1.0
3908,24.0,45.0,-21.0,28.0,21.0,36.0
26211,9.0,9.0,3.0,7.0,7.0,6.0
35678,0.0,14.0,-29.0,2.0,22.0,11.0
37561,28.0,14.0,28.0,32.0,27.0,42.0
47845,98.0,83.0,9.0,73.0,137.0,97.0
37419,123.0,131.0,36.0,102.0,73.0,96.0
3876,-5.0,6.0,-8.0,-1.0,12.0,3.0
36701,-10.0,-8.0,-31.0,8.0,49.0,25.0
36970,36.0,37.0,7.0,19.0,40.0,33.0
36601,143.0,146.0,56.0,59.0,105.0,127.0
34414,389.0,382.0,69.0,232.0,241.0,342.0
36340,28.0,29.0,14.0,24.0,24.0,22.0
47713,0.0,18.0,14.0,-3.0,34.0,0.0
47596,37.0,43.0,-2.0,21.0,24.0,19.0
3803,38.0,-4.0,-5.0,16.0,19.0,26.0
51008,0.0,4.0,-14.0,5.0,4.0,-17.0
15053,44.0,69.0,3.0,30.0,42.0,38.0
54310,23.0,20.0,33.0,-4.0,53.0,9.0
51693,26.0,17.0,-10.0,12.0,31.0,13.0
50935,-67.0,-46.0,-39.0,-44.0,36.0,1.0
50866,48.0,50.0,0.0,9.0,54.0,31.0
3305,21.0,27.0,-6.0,25.0,20.0,24.0
2630,64.0,63.0,17.0,39.0,30.0,45.0
47654,32.0,-9.0,-78.0,46.0,46.0,70.0
37560,7.0,8.0,-3.0,3.0,4.0,7.0
36319,18.0,19.0,26.0,23.0,33.0,11.0
33984,179.0,150.0,50.0,101.0,87.0,174.0
33203,56.0,60.0,3.0,35.0,53.0,28.0
44248,23.0,17.0,9.0,13.0,7.0,15.0
2841,-9.0,4.0,7.0,-1.0,4.0,22.0
49474,88.0,98.0,-11.0,72.0,51.0,43.0
3222,3.0,3.0,1.0,0.0,3.0,3.0
50951,8.0,8.0,2.0,3.0,1.0,5.0
36850,-8.0,-10.0,-48.0,12.0,12.0,-2.0
53946,15.0,9.0,-16.0,7.0,-6.0,7.0
36541,59.0,57.0,59.0,17.0,39.0,52.0
36350,11.0,26.0,12.0,3.0,20.0,29.0
38032,30.0,62.0,-21.0,51.0,60.0,33.0
2631,88.0,82.0,29.0,42.0,57.0,59.0
15003,15.0,15.0,5.0,0.0,15.0,15.0
3136,1.0,-6.0,7.0,7.0,-8.0,5.0
2896,88.0,80.0,1.0,64.0,30.0,65.0
36875,-24.0,-11.0,3.0,-17.0,25.0,12.0
37443,-35.0,-15.0,-46.0,-30.0,2.0,-30.0
36576,13.0,5.0,-12.0,10.0,18.0,21.0
36624,22.0,23.0,5.0,12.0,9.0,16.0
2902,13.0,14.0,16.0,16.0,27.0,14.0
43578,-29.0,-22.0,-27.0,-37.0,14.0,-17.0
52694,19.0,19.0,0.0,30.0,52.0,28.0
3811,1.0,1.0,4.0,0.0,0.0,1.0
51086,97.0,98.0,8.0,83.0,80.0,68.0
36652,5.0,19.0,17.0,2.0,13.0,10.0
14807,28.0,25.0,4.0,21.0,5.0,14.0
2801,6.0,5.0,-1.0,8.0,14.0,8.0
975,5.0,3.0,13.0,3.0,11.0,15.0
36965,6.0,8.0,8.0,10.0,6.0,4.0
2864,-18.0,6.0,13.0,-8.0,5.0,3.0
21708,601.0,567.0,94.0,434.0,437.0,487.0
50041,49.0,52.0,23.0,28.0,38.0,36.0
2781,41.0,36.0,6.0,9.0,21.0,24.0
35091,128.0,123.0,22.0,62.0,62.0,113.0
47687,123.0,109.0,23.0,57.0,63.0,92.0
14786,32.0,28.0,9.0,0.0,29.0,33.0
29807,-15.0,17.0,-15.0,-6.0,15.0,-7.0
36731,4.0,5.0,2.0,8.0,1.0,5.0
50722,43.0,42.0,21.0,24.0,64.0,62.0
37123,-14.0,-18.0,-24.0,-1.0,9.0,1.0
37037,14.0,13.0,3.0,2.0,10.0,12.0
15067,1.0,-2.0,-3.0,3.0,4.0,3.0
3771,26.0,15.0,-11.0,11.0,3.0,13.0
2827,22.0,20.0,3.0,19.0,5.0,9.0
36402,4.0,0.0,-5.0,6.0,4.0,5.0
47645,45.0,42.0,-24.0,27.0,33.0,47.0
2854,-8.0,-10.0,0.0,-3.0,0.0,1.0
2826,49.0,42.0,10.0,41.0,41.0,47.0
51151,-46.0,-51.0,-1.0,-9.0,15.0,8.0
36415,-9.0,7.0,-83.0,-29.0,62.0,22.0
43628,14.0,19.0,5.0,7.0,8.0,9.0
2652,39.0,13.0,-1.0,19.0,20.0,27.0
34048,247.0,264.0,89.0,121.0,188.0,261.0
36594,57.0,64.0,24.0,29.0,48.0,50.0
47792,11.0,-3.0,-16.0,19.0,37.0,15.0
2717,10.0,8.0,-10.0,12.0,50.0,27.0
32838,35.0,28.0,22.0,29.0,14.0,26.0
2814,-2.0,37.0,-53.0,5.0,51.0,14.0
32731,-39.0,-10.0,-6.0,-36.0,12.0,7.0
2418,88.0,86.0,14.0,32.0,79.0,85.0
10452,47.0,43.0,-2.0,45.0,5.0,33.0
6782,40.0,25.0,-18.0,41.0,34.0,24.0
2874,46.0,70.0,-21.0,15.0,71.0,62.0
36409,13.0,13.0,4.0,2.0,10.0,12.0
2742,28.0,-3.0,-41.0,-11.0,90.0,13.0
33499,-34.0,28.0,-2.0,-59.0,89.0,89.0
51079,-2.0,2.0,0.0,-5.0,4.0,-2.0
37148,43.0,45.0,9.0,39.0,62.0,54.0
48550,530.0,591.0,-40.0,434.0,474.0,328.0
2891,143.0,134.0,12.0,70.0,68.0,111.0
3041,10.0,9.0,2.0,7.0,1.0,6.0
2734,72.0,94.0,-12.0,88.0,90.0,101.0
5083,61.0,62.0,14.0,57.0,34.0,38.0
35753,26.0,21.0,24.0,15.0,19.0,-5.0
2800,39.0,35.0,-10.0,22.0,34.0,43.0
1255,322.0,337.0,117.0,170.0,294.0,251.0
50933,68.0,119.0,7.0,80.0,136.0,77.0
3831,4.0,3.0,-3.0,4.0,1.0,-2.0
54660,-45.0,-46.0,-71.0,-52.0,57.0,17.0
50959,69.0,66.0,-6.0,47.0,31.0,47.0
35138,-117.0,-86.0,-108.0,-36.0,74.0,-39.0
36983,61.0,65.0,-19.0,10.0,49.0,56.0
36614,8.0,8.0,12.0,0.0,6.0,6.0
36546,4.0,4.0,1.0,8.0,3.0,13.0
36580,22.0,31.0,24.0,8.0,43.0,10.0
47731,-32.0,-36.0,-12.0,-7.0,5.0,-9.0
36404,273.0,305.0,119.0,175.0,241.0,263.0
2880,15.0,10.0,10.0,0.0,5.0,20.0
2883,27.0,23.0,-14.0,20.0,34.0,33.0
2302,35.0,67.0,-11.0,4.0,132.0,87.0
36562,8.0,2.0,-11.0,0.0,10.0,-1.0
47453,18.0,18.0,-1.0,8.0,13.0,13.0
47657,75.0,85.0,33.0,54.0,12.0,61.0
36477,-82.0,-82.0,-52.0,-50.0,-13.0,-38.0
36411,75.0,81.0,24.0,33.0,72.0,77.0
6835,184.0,173.0,51.0,143.0,105.0,125.0
50939,52.0,63.0,21.0,29.0,32.0,40.0
37172,12.0,13.0,3.0,7.0,9.0,11.0
2682,-16.0,11.0,-1.0,-17.0,36.0,-9.0
49687,-17.0,10.0,-51.0,-21.0,35.0,10.0
47711,107.0,103.0,26.0,65.0,100.0,69.0
2668,10.0,11.0,13.0,13.0,3.0,9.0
36571,12.0,12.0,3.0,6.0,3.0,9.0
43792,-13.0,-13.0,-1.0,-2.0,-1.0,-5.0
44158,-3.0,3.0,5.0,-6.0,5.0,-5.0
36392,-14.0,-15.0,25.0,-1.0,-2.0,-4.0
331,87.0,91.0,23.0,56.0,54.0,71.0
36941,116.0,115.0,-12.0,77.0,102.0,109.0
2674,0.0,1.0,14.0,2.0,8.0,-4.0
2701,-25.0,28.0,-20.0,-7.0,46.0,6.0
36362,10.0,-3.0,7.0,21.0,12.0,1.0
36600,37.0,44.0,-43.0,18.0,-5.0,16.0
47619,29.0,34.0,-54.0,57.0,90.0,20.0
15398,-24.0,-28.0,-24.0,-8.0,8.0,-4.0
36632,11.0,14.0,6.0,10.0,6.0,19.0
36496,5.0,25.0,28.0,23.0,12.0,7.0
37119,-65.0,-98.0,-88.0,-27.0,30.0,29.0
54262,144.0,190.0,71.0,85.0,205.0,232.0
2845,19.0,12.0,25.0,15.0,10.0,15.0
36553,31.0,29.0,6.0,19.0,31.0,18.0
47480,103.0,135.0,29.0,37.0,97.0,110.0
1407,121.0,121.0,30.0,51.0,96.0,93.0
50938,83.0,86.0,1.0,62.0,34.0,38.0
23341,21.0,21.0,-1.0,3.0,20.0,24.0
3778,0.0,-10.0,2.0,-1.0,9.0,0.0
37152,541.0,536.0,199.0,260.0,520.0,392.0
52767,27.0,39.0,-27.0,33.0,74.0,66.0
3123,41.0,38.0,5.0,19.0,8.0,23.0
36414,8.0,8.0,2.0,4.0,2.0,6.0
14848,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
51040,150.0,110.0,-1.0,124.0,154.0,140.0
36389,15.0,10.0,-8.0,-4.0,13.0,10.0
2732,105.0,111.0,25.0,61.0,36.0,77.0
50960,-11.0,-14.0,-3.0,-1.0,-2.0,-4.0
2667,6.0,8.0,8.0,10.0,6.0,4.0
36633,45.0,59.0,26.0,43.0,42.0,33.0
13425,-3.0,5.0,-3.0,-4.0,11.0,8.0
36292,90.0,95.0,27.0,56.0,53.0,72.0
47633,-16.0,-16.0,-12.0,-4.0,4.0,0.0
36552,8.0,8.0,-2.0,1.0,4.0,6.0
36429,19.0,17.0,8.0,12.0,14.0,15.0
35080,54.0,45.0,-22.0,29.0,104.0,53.0
12316,-13.0,-15.0,-5.0,-4.0,-4.0,-8.0
45483,25.0,26.0,-4.0,23.0,3.0,13.0
44019,2.0,2.0,4.0,1.0,0.0,1.0
36551,28.0,32.0,0.0,12.0,18.0,18.0
52924,-345.0,-254.0,-255.0,-195.0,76.0,-111.0
34641,500.0,454.0,87.0,351.0,304.0,465.0
15291,5.0,7.0,-2.0,7.0,7.0,1.0
53016,103.0,133.0,12.0,73.0,63.0,80.0
106,22.0,37.0,-9.0,10.0,29.0,12.0
2846,90.0,94.0,25.0,67.0,50.0,65.0
2803,9.0,10.0,8.0,4.0,1.0,9.0
51039,-55.0,-47.0,-13.0,-17.0,-3.0,-29.0
35848,21.0,27.0,-13.0,24.0,15.0,9.0
45485,19.0,19.0,4.0,15.0,10.0,13.0
53840,246.0,199.0,50.0,116.0,106.0,199.0
8333,42.0,42.0,-12.0,2.0,27.0,37.0
3052,41.0,41.0,25.0,12.0,25.0,45.0
501,174.0,169.0,62.0,159.0,59.0,154.0
2819,-21.0,-11.0,-25.0,-2.0,-11.0,4.0
2798,70.0,86.0,32.0,74.0,32.0,61.0
2741,7.0,2.0,-1.0,11.0,5.0,6.0
48351,63.0,53.0,23.0,43.0,29.0,45.0
15407,-15.0,-15.0,-11.0,-5.0,12.0,2.0
2699,-23.0,-1.0,-29.0,0.0,39.0,-7.0
15006,-9.0,-15.0,0.0,-6.0,-15.0,6.0
13923,24.0,22.0,8.0,13.0,13.0,20.0
36561,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
3834,-2.0,-3.0,-5.0,0.0,2.0,0.0
35952,31.0,32.0,-8.0,31.0,35.0,26.0
2808,-37.0,-20.0,-10.0,17.0,77.0,24.0
2821,156.0,170.0,45.0,84.0,107.0,128.0
15197,4.0,4.0,1.0,5.0,1.0,1.0
3958,15.0,20.0,-20.0,-10.0,23.0,13.0
37276,42.0,39.0,13.0,23.0,23.0,34.0
51678,-66.0,-50.0,-51.0,-49.0,45.0,-15.0
27368,11.0,0.0,8.0,4.0,14.0,28.0
54373,86.0,87.0,9.0,47.0,70.0,69.0
37757,226.0,289.0,-45.0,199.0,222.0,191.0
2095,-25.0,-29.0,-11.0,-12.0,-2.0,-9.0
51978,358.0,382.0,96.0,224.0,217.0,311.0
2329,-116.0,-110.0,10.0,-29.0,-18.0,-17.0
37492,-7.0,-10.0,-14.0,3.0,9.0,3.0
28117,40.0,26.0,8.0,37.0,9.0,27.0
15202,-12.0,-12.0,-3.0,-6.0,0.0,-3.0
36569,4.0,3.0,2.0,3.0,5.0,7.0
2805,39.0,38.0,9.0,24.0,11.0,23.0
36424,0.0,-3.0,-5.0,3.0,4.0,7.0
44195,7.0,7.0,2.0,2.0,4.0,6.0
47646,-3.0,-5.0,3.0,-5.0,-5.0,-5.0
5558,22.0,22.0,9.0,17.0,13.0,14.0
36395,20.0,18.0,7.0,14.0,8.0,19.0
50962,55.0,46.0,-60.0,55.0,81.0,97.0
35275,-60.0,-48.0,-31.0,-34.0,14.0,-7.0
37498,44.0,40.0,7.0,27.0,15.0,29.0
2725,-5.0,-5.0,-3.0,-1.0,0.0,-2.0
36642,12.0,12.0,4.0,0.0,12.0,12.0
36396,19.0,17.0,7.0,16.0,3.0,19.0
2712,18.0,23.0,13.0,31.0,7.0,20.0
47631,8.0,17.0,-3.0,6.0,4.0,6.0
2727,-47.0,-26.0,-47.0,-49.0,23.0,-26.0
3304,50.0,50.0,10.0,12.0,49.0,50.0
43948,6.0,6.0,2.0,0.0,6.0,6.0
36627,56.0,73.0,-17.0,17.0,58.0,42.0
54161,987.0,993.0,419.0,757.0,551.0,753.0
36573,17.0,13.0,-9.0,9.0,0.0,11.0
45,65.0,75.0,35.0,48.0,48.0,75.0
2807,-13.0,-18.0,4.0,-5.0,-12.0,-4.0
37310,24.0,24.0,-1.0,21.0,5.0,18.0
34525,352.0,351.0,101.0,262.0,176.0,211.0
3361,20.0,20.0,0.0,20.0,8.0,20.0
353,14.0,17.0,-22.0,11.0,20.0,-2.0
2855,0.0,-6.0,-6.0,0.0,3.0,-3.0
36572,-4.0,1.0,6.0,-1.0,13.0,-2.0
1381,-2.0,-24.0,14.0,-8.0,-28.0,-13.0
3697,1.0,37.0,14.0,8.0,37.0,-1.0
3513,10.0,9.0,12.0,6.0,3.0,6.0
51792,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
37270,143.0,138.0,38.0,78.0,72.0,115.0
47680,161.0,175.0,12.0,125.0,118.0,137.0
3790,9.0,9.0,4.0,6.0,12.0,9.0
36826,1.0,2.0,-1.0,2.0,3.0,4.0
37158,26.0,35.0,13.0,10.0,20.0,26.0
10395,-4.0,-6.0,0.0,-5.0,-8.0,-6.0
18505,-69.0,-12.0,-258.0,12.0,202.0,56.0
37168,11.0,8.0,16.0,1.0,16.0,6.0
3700,10.0,11.0,1.0,3.0,9.0,5.0
37466,73.0,89.0,50.0,60.0,58.0,47.0
46101,34.0,31.0,9.0,30.0,65.0,34.0
860,-36.0,-13.0,40.0,6.0,-45.0,-40.0
47769,21.0,14.0,-11.0,16.0,12.0,22.0
3259,3.0,4.0,6.0,13.0,1.0,19.0
