,0,1,2,3,4,5
49656,15.0,12.0,0.0,6.0,3.0,9.0
24154,14.0,12.0,0.0,3.0,11.0,13.0
31071,38.0,31.0,12.0,2.0,43.0,18.0
9878,2.0,1.0,3.0,2.0,0.0,1.0
5398,16.0,18.0,6.0,13.0,8.0,8.0
33397,-22.0,60.0,-66.0,-59.0,78.0,5.0
31302,-6.0,6.0,0.0,-8.0,8.0,8.0
6223,7.0,6.0,1.0,4.0,4.0,5.0
24350,0.0,2.0,2.0,6.0,0.0,8.0
29441,4.0,4.0,1.0,5.0,1.0,1.0
43102,10.0,11.0,8.0,6.0,4.0,8.0
38914,-3.0,-5.0,3.0,-5.0,-5.0,-5.0
52128,4.0,4.0,1.0,5.0,1.0,1.0
49033,4.0,4.0,1.0,5.0,1.0,1.0
6849,6.0,6.0,3.0,6.0,9.0,6.0
51590,76.0,54.0,-5.0,48.0,33.0,70.0
54428,-12.0,-12.0,-3.0,-6.0,0.0,-3.0
6366,30.0,27.0,-3.0,33.0,15.0,3.0
9389,-10.0,-11.0,-7.0,-4.0,2.0,-2.0
48274,8.0,8.0,2.0,10.0,2.0,2.0
25789,13.0,13.0,-4.0,4.0,9.0,12.0
30222,6.0,6.0,3.0,6.0,5.0,6.0
28067,9.0,9.0,3.0,4.0,7.0,8.0
24290,18.0,27.0,-4.0,16.0,19.0,-7.0
53317,1.0,1.0,4.0,0.0,0.0,1.0
30863,2.0,1.0,3.0,2.0,0.0,1.0
46173,15.0,12.0,-2.0,12.0,7.0,0.0
30446,12.0,8.0,6.0,4.0,6.0,11.0
7307,10.0,8.0,0.0,4.0,2.0,6.0
9146,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
30937,7.0,7.0,2.0,2.0,4.0,6.0
29335,4.0,4.0,2.0,3.0,4.0,4.0
9359,5.0,4.0,0.0,2.0,1.0,3.0
48372,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
30952,3.0,3.0,1.0,0.0,3.0,3.0
6880,10.0,-7.0,-30.0,13.0,6.0,-2.0
5254,-2.0,-1.0,3.0,0.0,1.0,5.0
47387,-8.0,-8.0,-2.0,-4.0,0.0,-2.0
31399,0.0,3.0,2.0,0.0,3.0,0.0
17789,-5.0,-4.0,0.0,4.0,6.0,0.0
8268,-11.0,-5.0,-2.0,-8.0,4.0,2.0
9022,-5.0,-2.0,-6.0,-7.0,3.0,-6.0
28321,33.0,28.0,28.0,11.0,44.0,10.0
29398,2.0,2.0,2.0,0.0,4.0,0.0
5869,53.0,51.0,11.0,32.0,19.0,37.0
9990,18.0,20.0,7.0,14.0,9.0,12.0
43531,8.0,6.0,-6.0,8.0,2.0,-4.0
5240,29.0,25.0,9.0,17.0,10.0,20.0
34057,-7.0,-7.0,2.0,-4.0,0.0,-1.0
8987,-3.0,-2.0,-4.0,-2.0,-2.0,-3.0
9515,20.0,16.0,0.0,8.0,4.0,12.0
7246,33.0,12.0,-15.0,25.0,54.0,34.0
8997,7.0,6.0,4.0,3.0,1.0,4.0
10855,0.0,-12.0,2.0,-1.0,-4.0,15.0
54370,6.0,8.0,-4.0,0.0,4.0,2.0
30844,-6.0,-8.0,-6.0,-1.0,-3.0,-4.0
12392,-3.0,-2.0,-4.0,-2.0,-2.0,-3.0
53995,25.0,20.0,0.0,10.0,5.0,15.0
49616,4.0,3.0,3.0,4.0,2.0,1.0
5952,47.0,45.0,21.0,31.0,22.0,32.0
51846,-22.0,8.0,-51.0,-39.0,44.0,-9.0
10980,3.0,3.0,-2.0,7.0,2.0,5.0
21633,0.0,-3.0,2.0,0.0,-2.0,0.0
47636,-72.0,-95.0,-29.0,-39.0,-7.0,-39.0
20159,26.0,21.0,9.0,21.0,12.0,19.0
37828,44.0,35.0,12.0,36.0,21.0,37.0
33154,3.0,3.0,1.0,0.0,3.0,3.0
15256,4.0,4.0,1.0,2.0,1.0,3.0
7746,3.0,-2.0,7.0,-2.0,-4.0,-1.0
54336,9.0,12.0,9.0,3.0,9.0,12.0
8280,8.0,8.0,4.0,7.0,4.0,5.0
37606,40.0,41.0,21.0,27.0,38.0,40.0
16740,0.0,1.0,1.0,3.0,0.0,4.0
8523,-40.0,-18.0,-21.0,-28.0,2.0,-7.0
11996,-8.0,-8.0,-2.0,-4.0,0.0,-2.0
12726,-8.0,-8.0,-2.0,-4.0,0.0,-2.0
38115,12.0,19.0,8.0,2.0,18.0,8.0
42382,-5.0,0.0,-2.0,0.0,2.0,-3.0
7736,30.0,27.0,25.0,31.0,-4.0,21.0
39073,4.0,4.0,1.0,5.0,1.0,1.0
31072,1.0,1.0,4.0,0.0,2.0,-2.0
9567,1.0,-3.0,-6.0,6.0,3.0,6.0
1104,15.0,8.0,7.0,16.0,7.0,11.0
15597,44.0,71.0,-34.0,30.0,7.0,71.0
11402,3.0,4.0,4.0,5.0,3.0,2.0
31314,-9.0,-7.0,-6.0,-7.0,2.0,-4.0
10929,17.0,16.0,4.0,7.0,6.0,13.0
18341,0.0,-3.0,2.0,0.0,-2.0,0.0
46392,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
26306,17.0,29.0,-33.0,75.0,65.0,47.0
4689,15.0,-5.0,-25.0,31.0,56.0,66.0
5746,-13.0,-6.0,17.0,1.0,-14.0,-15.0
10889,6.0,7.0,4.0,1.0,6.0,7.0
11365,-15.0,-15.0,3.0,-15.0,-15.0,-15.0
11155,2.0,2.0,1.0,2.0,3.0,2.0
12848,11.0,6.0,10.0,10.0,6.0,7.0
39339,13.0,13.0,6.0,8.0,4.0,9.0
32848,8.0,8.0,2.0,10.0,2.0,2.0
12205,9.0,9.0,11.0,20.0,4.0,3.0
51214,2.0,4.0,0.0,1.0,3.0,3.0
31197,-6.0,-6.0,-8.0,-5.0,-1.0,-5.0
45992,11.0,9.0,-1.0,6.0,7.0,12.0
8174,7.0,13.0,5.0,5.0,15.0,13.0
53978,20.0,17.0,5.0,10.0,4.0,13.0
32014,12.0,12.0,3.0,6.0,3.0,9.0
6928,3.0,7.0,14.0,8.0,2.0,13.0
32653,1.0,1.0,4.0,0.0,2.0,-2.0
47464,5.0,11.0,6.0,10.0,-7.0,1.0
29005,31.0,20.0,-7.0,17.0,31.0,37.0
11235,-75.0,-79.0,-92.0,-10.0,-7.0,-36.0
52018,4.0,2.0,3.0,1.0,2.0,3.0
39599,19.0,20.0,7.0,9.0,14.0,21.0
35918,26.0,34.0,10.0,25.0,41.0,53.0
7915,-2.0,2.0,-6.0,-6.0,12.0,2.0
40331,-19.0,-26.0,-11.0,-10.0,0.0,-5.0
36640,37.0,32.0,17.0,21.0,22.0,31.0
33568,29.0,30.0,12.0,18.0,21.0,24.0
16661,11.0,9.0,0.0,9.0,1.0,7.0
19538,21.0,17.0,6.0,11.0,6.0,13.0
32783,0.0,-3.0,2.0,0.0,-2.0,0.0
48145,1.0,-2.0,-3.0,-2.0,-2.0,1.0
47444,60.0,60.0,23.0,6.0,55.0,56.0
32143,15.0,12.0,0.0,6.0,3.0,9.0
31809,9.0,6.0,4.0,6.0,4.0,12.0
11687,-3.0,-4.0,-3.0,-2.0,0.0,-1.0
10788,15.0,12.0,0.0,6.0,3.0,9.0
11128,-17.0,-15.0,-8.0,-11.0,2.0,-6.0
12529,12.0,12.0,3.0,15.0,3.0,3.0
29635,-11.0,0.0,-13.0,-8.0,7.0,2.0
32506,-8.0,-8.0,-2.0,-4.0,0.0,-2.0
46880,-10.0,0.0,6.0,0.0,2.0,0.0
22309,0.0,0.0,0.0,0.0,0.0,0.0
30395,19.0,16.0,1.0,8.0,4.0,12.0
32781,39.0,36.0,8.0,22.0,4.0,27.0
11483,7.0,6.0,4.0,3.0,-2.0,5.0
46267,8.0,6.0,-1.0,8.0,6.0,7.0
10777,6.0,-5.0,3.0,8.0,-3.0,-4.0
6703,13.0,14.0,4.0,7.0,8.0,14.0
52850,54.0,48.0,-15.0,41.0,22.0,23.0
8433,25.0,20.0,1.0,19.0,5.0,10.0
31166,8.0,7.0,1.0,2.0,4.0,6.0
18855,44.0,30.0,0.0,32.0,5.0,17.0
32462,30.0,30.0,8.0,18.0,16.0,24.0
22978,9.0,13.0,5.0,6.0,20.0,24.0
11600,-14.0,-20.0,-37.0,2.0,9.0,6.0
26951,33.0,28.0,16.0,28.0,13.0,19.0
17097,11.0,11.0,3.0,10.0,5.0,5.0
32320,8.0,8.0,-1.0,3.0,3.0,7.0
10300,10.0,21.0,6.0,4.0,15.0,22.0
25695,35.0,33.0,7.0,24.0,9.0,19.0
10295,3.0,5.0,4.0,0.0,2.0,1.0
33370,45.0,36.0,11.0,24.0,25.0,27.0
44937,13.0,15.0,13.0,5.0,16.0,17.0
11341,-5.0,-3.0,1.0,-1.0,-2.0,-1.0
11349,4.0,4.0,1.0,2.0,1.0,3.0
17285,-3.0,14.0,1.0,-7.0,13.0,17.0
12176,12.0,12.0,3.0,6.0,3.0,9.0
7810,17.0,14.0,-7.0,15.0,4.0,-2.0
10389,0.0,1.0,-3.0,-2.0,1.0,0.0
32702,4.0,4.0,1.0,2.0,1.0,3.0
12527,3.0,4.0,-3.0,0.0,3.0,1.0
31122,42.0,47.0,23.0,9.0,32.0,37.0
24578,7.0,7.0,10.0,0.0,14.0,-2.0
5627,-5.0,-12.0,-10.0,3.0,8.0,3.0
12534,15.0,12.0,0.0,6.0,3.0,9.0
48569,37.0,37.0,-1.0,29.0,42.0,38.0
7953,200.0,183.0,-37.0,132.0,148.0,170.0
30649,109.0,96.0,35.0,73.0,26.0,70.0
18185,-17.0,-20.0,-16.0,-3.0,3.0,-7.0
798,4.0,4.0,1.0,5.0,1.0,1.0
14620,9.0,7.0,4.0,9.0,2.0,4.0
42136,3.0,4.0,3.0,1.0,3.0,4.0
14531,0.0,3.0,2.0,0.0,3.0,0.0
16719,9.0,15.0,6.0,7.0,7.0,11.0
35647,3.0,3.0,1.0,0.0,3.0,3.0
25058,-15.0,-9.0,-17.0,-14.0,8.0,-6.0
13022,-1.0,-4.0,-2.0,0.0,2.0,3.0
11358,-13.0,5.0,-1.0,-14.0,12.0,11.0
3935,7.0,7.0,6.0,3.0,3.0,7.0
13397,13.0,13.0,6.0,9.0,10.0,10.0
27353,-4.0,-4.0,-8.0,5.0,10.0,6.0
32499,-6.0,-4.0,-8.0,-4.0,-4.0,-6.0
42594,0.0,-7.0,-11.0,4.0,5.0,-2.0
24325,-3.0,3.0,0.0,-4.0,4.0,4.0
34619,20.0,19.0,2.0,16.0,3.0,19.0
5488,2.0,0.0,-4.0,1.0,5.0,1.0
13992,2.0,2.0,1.0,2.0,3.0,2.0
29213,0.0,7.0,-3.0,1.0,12.0,-3.0
11823,61.0,59.0,23.0,44.0,27.0,43.0
13622,21.0,16.0,6.0,15.0,6.0,11.0
52034,-1.0,-1.0,2.0,2.0,0.0,2.0
42568,-5.0,2.0,-3.0,-8.0,1.0,11.0
50669,4.0,4.0,1.0,2.0,1.0,3.0
42782,5.0,5.0,2.0,5.0,0.0,3.0
13002,7.0,13.0,0.0,1.0,-2.0,4.0
43105,-5.0,-5.0,-9.0,-2.0,0.0,-3.0
6385,68.0,65.0,7.0,49.0,14.0,61.0
1764,-84.0,-80.0,-18.0,-31.0,28.0,-15.0
39858,1.0,2.0,7.0,0.0,0.0,2.0
40323,-1.0,0.0,-3.0,0.0,1.0,-1.0
13739,1.0,1.0,3.0,0.0,1.0,0.0
48945,7.0,2.0,5.0,6.0,3.0,6.0
37026,4.0,4.0,1.0,2.0,1.0,3.0
14230,5.0,11.0,20.0,12.0,4.0,4.0
6287,10.0,10.0,6.0,4.0,2.0,8.0
6326,5.0,4.0,0.0,2.0,1.0,3.0
36744,11.0,11.0,3.0,7.0,15.0,15.0
6615,1.0,-2.0,-1.0,-1.0,15.0,7.0
22800,43.0,45.0,11.0,5.0,29.0,32.0
43008,-3.0,0.0,2.0,-3.0,1.0,-4.0
15614,9.0,15.0,12.0,0.0,6.0,3.0
48369,17.0,19.0,6.0,11.0,13.0,16.0
11733,8.0,8.0,2.0,10.0,2.0,2.0
52587,-2.0,-3.0,-5.0,0.0,2.0,0.0
43403,0.0,-8.0,2.0,0.0,-3.0,-1.0
24243,12.0,12.0,3.0,15.0,3.0,3.0
37062,36.0,31.0,4.0,20.0,10.0,19.0
43880,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
13265,24.0,24.0,5.0,20.0,7.0,18.0
12947,2.0,-2.0,6.0,1.0,-1.0,2.0
49979,-5.0,-19.0,-22.0,-1.0,-4.0,-1.0
28679,-16.0,-16.0,-4.0,-8.0,0.0,-4.0
14651,10.0,10.0,1.0,9.0,2.0,10.0
6016,4.0,4.0,1.0,2.0,1.0,3.0
13829,-5.0,-2.0,-10.0,-8.0,5.0,-3.0
35653,4.0,5.0,4.0,5.0,1.0,2.0
53183,7.0,9.0,3.0,5.0,8.0,8.0
13948,8.0,8.0,4.0,8.0,12.0,8.0
28157,26.0,15.0,-19.0,26.0,51.0,12.0
26232,5.0,5.0,2.0,5.0,0.0,3.0
42794,-5.0,-5.0,-3.0,-1.0,0.0,-2.0
7951,16.0,13.0,4.0,10.0,7.0,9.0
29394,10.0,10.0,5.0,6.0,11.0,10.0
30589,0.0,6.0,-2.0,-1.0,7.0,9.0
13345,0.0,-2.0,-2.0,0.0,1.0,-1.0
42531,7.0,7.0,2.0,2.0,4.0,6.0
19359,96.0,87.0,-5.0,72.0,37.0,64.0
35148,17.0,18.0,-8.0,18.0,0.0,1.0
41002,3.0,4.0,3.0,1.0,3.0,4.0
13762,3.0,3.0,1.0,0.0,3.0,3.0
40364,12.0,10.0,1.0,6.0,5.0,8.0
12950,2.0,2.0,1.0,2.0,3.0,2.0
11510,2.0,1.0,-4.0,5.0,3.0,1.0
32188,-2.0,7.0,-7.0,3.0,12.0,5.0
42705,7.0,10.0,8.0,2.0,8.0,10.0
43367,5.0,5.0,0.0,3.0,0.0,3.0
48689,7.0,22.0,-11.0,4.0,20.0,23.0
27520,-16.0,-16.0,-4.0,-8.0,0.0,-4.0
42704,-15.0,-15.0,3.0,-15.0,-15.0,-15.0
19667,32.0,34.0,23.0,18.0,30.0,32.0
14908,5.0,7.0,2.0,2.0,4.0,3.0
34159,37.0,41.0,-4.0,21.0,11.0,39.0
14631,28.0,26.0,5.0,35.0,12.0,18.0
32918,42.0,40.0,-4.0,36.0,13.0,19.0
42791,23.0,23.0,8.0,25.0,2.0,11.0
6931,30.0,33.0,19.0,40.0,17.0,17.0
42520,22.0,22.0,6.0,10.0,4.0,14.0
15911,4.0,3.0,4.0,4.0,3.0,3.0
47807,84.0,86.0,17.0,74.0,41.0,53.0
13511,4.0,4.0,1.0,2.0,1.0,3.0
15305,0.0,-9.0,6.0,0.0,-6.0,0.0
1309,5.0,4.0,0.0,2.0,1.0,3.0
50716,27.0,35.0,21.0,30.0,44.0,65.0
15336,-1.0,-2.0,0.0,0.0,1.0,4.0
7207,11.0,15.0,3.0,10.0,19.0,13.0
27109,-5.0,5.0,-5.0,0.0,1.0,-3.0
31980,-1.0,9.0,2.0,3.0,2.0,2.0
5218,2.0,-10.0,3.0,4.0,-19.0,15.0
48471,14.0,14.0,5.0,16.0,11.0,8.0
16698,-4.0,-7.0,3.0,-5.0,-4.0,-1.0
34699,64.0,70.0,13.0,74.0,38.0,61.0
14889,0.0,-1.0,-1.0,-2.0,3.0,1.0
43261,9.0,10.0,-4.0,11.0,3.0,4.0
154,-27.0,-30.0,-45.0,-18.0,21.0,-10.0
50741,-7.0,-1.0,-3.0,-5.0,5.0,4.0
51665,4.0,6.0,0.0,1.0,2.0,4.0
47718,24.0,32.0,23.0,27.0,25.0,12.0
32359,12.0,10.0,1.0,6.0,5.0,8.0
15870,12.0,12.0,3.0,6.0,3.0,9.0
23586,11.0,13.0,4.0,2.0,10.0,9.0
52547,-8.0,-8.0,-2.0,-4.0,0.0,-2.0
15622,-2.0,-3.0,-5.0,0.0,2.0,0.0
46202,0.0,0.0,0.0,0.0,0.0,0.0
15611,-55.0,-79.0,-51.0,-32.0,3.0,-24.0
54602,10.0,0.0,-14.0,6.0,5.0,3.0
23300,10.0,9.0,-2.0,15.0,5.0,3.0
33721,-28.0,-30.0,-8.0,-11.0,3.0,-6.0
3485,-6.0,-4.0,-8.0,-4.0,-4.0,-6.0
48192,46.0,31.0,-20.0,27.0,47.0,31.0
44070,3.0,3.0,1.0,0.0,3.0,3.0
33171,21.0,21.0,6.0,15.0,12.0,12.0
13779,16.0,16.0,4.0,8.0,4.0,12.0
14549,5.0,5.0,6.0,5.0,3.0,5.0
43123,12.0,6.0,-3.0,6.0,3.0,9.0
4753,5.0,38.0,2.0,4.0,10.0,6.0
52713,5.0,4.0,0.0,2.0,1.0,3.0
28474,24.0,23.0,3.0,20.0,17.0,12.0
53467,15.0,12.0,0.0,6.0,3.0,9.0
2027,11.0,6.0,-9.0,13.0,-3.0,-4.0
43209,-6.0,6.0,0.0,-8.0,8.0,8.0
16116,8.0,7.0,4.0,6.0,3.0,4.0
10276,9.0,11.0,2.0,3.0,7.0,9.0
48915,-32.0,-6.0,-7.0,-14.0,15.0,-7.0
33257,11.0,15.0,11.0,3.0,24.0,24.0
15676,4.0,7.0,4.0,1.0,6.0,8.0
15161,-2.0,-2.0,-9.0,-2.0,-3.0,-3.0
11267,56.0,53.0,14.0,27.0,32.0,43.0
1332,26.0,21.0,-9.0,31.0,12.0,10.0
17370,22.0,22.0,-7.0,16.0,7.0,17.0
11113,-21.0,-21.0,-13.0,-10.0,24.0,-6.0
43221,0.0,-6.0,-6.0,0.0,3.0,-3.0
29037,-3.0,16.0,-14.0,-5.0,17.0,7.0
10691,78.0,66.0,23.0,41.0,25.0,61.0
8849,11.0,32.0,-6.0,20.0,23.0,16.0
43725,-20.0,-11.0,-44.0,-24.0,21.0,-1.0
51075,58.0,40.0,-25.0,45.0,57.0,34.0
51720,55.0,69.0,50.0,69.0,33.0,33.0
50439,89.0,90.0,35.0,97.0,43.0,42.0
15554,-9.0,-10.0,-3.0,-3.0,1.0,0.0
46306,8.0,6.0,8.0,5.0,13.0,14.0
30949,17.0,17.0,-1.0,7.0,6.0,8.0
47726,-33.0,-28.0,-33.0,-10.0,20.0,9.0
53255,19.0,15.0,7.0,10.0,33.0,25.0
50287,37.0,40.0,-1.0,24.0,15.0,35.0
1448,18.0,17.0,4.0,4.0,7.0,24.0
48304,16.0,16.0,5.0,5.0,13.0,13.0
48395,7.0,-10.0,-59.0,16.0,40.0,28.0
14926,8.0,8.0,1.0,5.0,4.0,6.0
43511,2.0,2.0,1.0,2.0,3.0,2.0
51481,22.0,26.0,10.0,10.0,10.0,12.0
44453,-5.0,-5.0,-3.0,-1.0,0.0,-2.0
14971,-1.0,2.0,-4.0,-1.0,1.0,0.0
3503,20.0,18.0,8.0,10.0,6.0,14.0
15167,4.0,4.0,1.0,5.0,1.0,1.0
9660,12.0,4.0,12.0,5.0,4.0,12.0
3356,12.0,12.0,3.0,15.0,3.0,3.0
14726,1.0,1.0,4.0,0.0,0.0,1.0
1718,-20.0,-3.0,-18.0,-19.0,24.0,4.0
15881,12.0,11.0,-1.0,6.0,5.0,8.0
24020,135.0,138.0,56.0,48.0,77.0,107.0
14722,-2.0,1.0,3.0,4.0,0.0,-2.0
15570,-15.0,-15.0,-3.0,-12.0,9.0,3.0
13287,-18.0,-1.0,-10.0,-14.0,-2.0,-12.0
43734,25.0,32.0,28.0,5.0,13.0,14.0
14936,5.0,5.0,0.0,5.0,1.0,3.0
44015,-2.0,-3.0,-5.0,0.0,2.0,0.0
52058,4.0,5.0,-1.0,3.0,1.0,1.0
43953,4.0,3.0,0.0,0.0,4.0,5.0
15113,4.0,2.0,3.0,1.0,2.0,3.0
15294,2.0,2.0,1.0,2.0,3.0,2.0
11777,13.0,3.0,0.0,3.0,0.0,11.0
32524,16.0,20.0,6.0,6.0,18.0,12.0
44225,20.0,17.0,3.0,6.0,10.0,12.0
14966,16.0,16.0,3.0,12.0,7.0,12.0
3995,-3.0,-4.0,-6.0,0.0,3.0,3.0
11168,20.0,18.0,7.0,6.0,26.0,11.0
11981,7.0,6.0,5.0,7.0,0.0,4.0
9437,52.0,50.0,-4.0,23.0,14.0,36.0
43481,13.0,16.0,7.0,9.0,11.0,8.0
15195,-3.0,19.0,-10.0,-4.0,4.0,-4.0
43761,10.0,11.0,5.0,3.0,7.0,10.0
53742,28.0,32.0,46.0,32.0,1.0,16.0
32853,15.0,16.0,7.0,14.0,6.0,9.0
33241,-10.0,-16.0,0.0,-10.0,16.0,-5.0
24165,1.0,1.0,4.0,0.0,0.0,1.0
43656,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
43954,-2.0,-8.0,-7.0,2.0,-4.0,-2.0
33567,-14.0,-13.0,-12.0,-8.0,-2.0,-9.0
43999,-2.0,-2.0,7.0,-2.0,0.0,1.0
52152,44.0,41.0,-4.0,24.0,11.0,34.0
52715,1.0,4.0,4.0,2.0,8.0,4.0
43920,-10.0,-6.0,10.0,-10.0,-10.0,-10.0
15444,20.0,16.0,0.0,8.0,4.0,12.0
31205,4.0,4.0,1.0,2.0,1.0,3.0
15258,2.0,2.0,4.0,1.0,0.0,1.0
44122,5.0,5.0,9.0,0.0,5.0,2.0
9235,2.0,2.0,1.0,2.0,3.0,2.0
43057,21.0,5.0,-10.0,7.0,-2.0,4.0
48948,-12.0,-14.0,-11.0,-2.0,1.0,2.0
53625,20.0,27.0,-8.0,12.0,20.0,14.0
46167,7.0,12.0,3.0,-2.0,22.0,22.0
21306,15.0,15.0,6.0,15.0,0.0,9.0
43506,-12.0,-18.0,-6.0,-9.0,3.0,6.0
44090,-8.0,-2.0,-14.0,-8.0,8.0,-3.0
26167,2.0,1.0,5.0,5.0,0.0,1.0
51689,0.0,8.0,2.0,9.0,1.0,-6.0
36384,1.0,-1.0,-2.0,2.0,0.0,0.0
15345,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
22709,-14.0,-5.0,-23.0,-19.0,15.0,-7.0
45416,-13.0,-8.0,-15.0,-14.0,6.0,-7.0
43634,16.0,16.0,-9.0,16.0,2.0,15.0
30418,29.0,27.0,19.0,19.0,32.0,32.0
8267,-15.0,-15.0,-3.0,-4.0,-2.0,-12.0
18929,8.0,4.0,6.0,2.0,4.0,6.0
50614,23.0,20.0,0.0,18.0,4.0,8.0
23923,9.0,5.0,-3.0,4.0,-1.0,4.0
32566,30.0,30.0,10.0,11.0,32.0,28.0
34970,4.0,4.0,3.0,2.0,3.0,3.0
34214,6.0,3.0,2.0,6.0,3.0,5.0
46072,3.0,3.0,1.0,0.0,3.0,3.0
13475,15.0,14.0,4.0,9.0,1.0,12.0
1606,21.0,13.0,-8.0,10.0,9.0,11.0
16605,8.0,5.0,10.0,14.0,3.0,5.0
17747,27.0,27.0,5.0,15.0,13.0,21.0
51066,10.0,9.0,-5.0,9.0,11.0,10.0
49126,-3.0,-9.0,-9.0,0.0,-9.0,-6.0
45205,3.0,3.0,1.0,0.0,3.0,3.0
18425,26.0,22.0,7.0,12.0,10.0,19.0
16998,0.0,-2.0,-2.0,0.0,1.0,-1.0
24223,25.0,22.0,6.0,14.0,13.0,19.0
17657,9.0,8.0,1.0,7.0,2.0,4.0
45197,9.0,5.0,8.0,0.0,14.0,-3.0
32217,0.0,-9.0,-15.0,4.0,-11.0,-10.0
21155,61.0,67.0,10.0,36.0,35.0,48.0
5032,37.0,35.0,17.0,14.0,34.0,32.0
16728,12.0,18.0,3.0,9.0,18.0,15.0
1042,73.0,63.0,15.0,46.0,26.0,39.0
42564,1.0,-4.0,-6.0,3.0,-5.0,-1.0
35913,28.0,28.0,7.0,8.0,18.0,16.0
48911,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
1511,14.0,24.0,21.0,15.0,38.0,29.0
17255,-7.0,-8.0,-4.0,-4.0,0.0,-2.0
7696,4.0,4.0,1.0,2.0,1.0,3.0
13334,34.0,31.0,16.0,17.0,25.0,22.0
5913,-1.0,-5.0,-5.0,0.0,-2.0,-3.0
45219,4.0,0.0,-3.0,5.0,3.0,-1.0
25285,10.0,7.0,2.0,10.0,2.0,10.0
5610,98.0,93.0,18.0,50.0,41.0,62.0
16151,5.0,4.0,0.0,2.0,1.0,3.0
51674,23.0,26.0,21.0,18.0,25.0,13.0
45706,3.0,4.0,3.0,1.0,3.0,4.0
17010,-1.0,0.0,0.0,0.0,4.0,4.0
38058,-5.0,-8.0,0.0,0.0,2.0,1.0
13003,-32.0,7.0,-20.0,-24.0,-17.0,-20.0
45134,8.0,10.0,-8.0,10.0,6.0,4.0
34074,4.0,2.0,-7.0,1.0,11.0,12.0
8289,8.0,17.0,8.0,7.0,11.0,4.0
52360,28.0,33.0,17.0,13.0,17.0,23.0
1073,27.0,21.0,2.0,14.0,12.0,18.0
29194,15.0,17.0,-1.0,11.0,18.0,16.0
20096,-8.0,-2.0,1.0,-2.0,3.0,1.0
45374,8.0,8.0,0.0,3.0,11.0,7.0
1931,6.0,-11.0,-21.0,17.0,17.0,10.0
46177,9.0,9.0,3.0,0.0,9.0,9.0
8274,9.0,9.0,3.0,0.0,9.0,9.0
51810,1.0,1.0,4.0,0.0,0.0,1.0
43288,2.0,9.0,3.0,-3.0,8.0,1.0
44898,11.0,9.0,4.0,8.0,2.0,7.0
45776,5.0,5.0,-2.0,3.0,0.0,4.0
2265,8.0,14.0,17.0,0.0,16.0,11.0
20187,3.0,3.0,1.0,0.0,3.0,3.0
38300,13.0,13.0,5.0,6.0,4.0,12.0
44941,8.0,8.0,2.0,4.0,2.0,6.0
49050,-12.0,-1.0,-14.0,-12.0,11.0,0.0
5047,-3.0,-5.0,-2.0,-3.0,4.0,1.0
32456,-7.0,-14.0,-10.0,3.0,-6.0,-3.0
33315,25.0,22.0,15.0,28.0,10.0,12.0
16330,4.0,4.0,1.0,5.0,1.0,1.0
50746,19.0,12.0,15.0,6.0,-10.0,14.0
23146,18.0,10.0,-6.0,16.0,11.0,20.0
34117,0.0,8.0,1.0,-5.0,16.0,1.0
45127,5.0,4.0,0.0,2.0,1.0,3.0
35917,25.0,23.0,12.0,27.0,8.0,15.0
5616,5.0,18.0,15.0,5.0,14.0,3.0
23465,60.0,61.0,16.0,18.0,43.0,55.0
45434,6.0,6.0,2.0,0.0,6.0,6.0
45691,15.0,12.0,0.0,6.0,3.0,9.0
580,8.0,7.0,1.0,2.0,4.0,6.0
1897,16.0,13.0,3.0,7.0,3.0,13.0
45545,4.0,3.0,4.0,8.0,2.0,7.0
22850,15.0,15.0,0.0,15.0,6.0,15.0
45967,-2.0,1.0,5.0,4.0,1.0,1.0
35734,29.0,25.0,6.0,27.0,21.0,16.0
45514,26.0,29.0,13.0,5.0,12.0,19.0
45234,3.0,0.0,0.0,4.0,-1.0,-1.0
2174,23.0,20.0,-1.0,11.0,9.0,16.0
17105,4.0,4.0,1.0,2.0,1.0,3.0
44235,9.0,8.0,-4.0,12.0,8.0,18.0
30537,58.0,70.0,49.0,68.0,53.0,39.0
49150,8.0,10.0,5.0,7.0,9.0,8.0
15233,11.0,7.0,12.0,10.0,5.0,7.0
45380,5.0,5.0,3.0,4.0,5.0,5.0
35651,20.0,24.0,16.0,15.0,12.0,11.0
16822,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
48090,38.0,50.0,1.0,39.0,16.0,10.0
33282,-10.0,-8.0,-5.0,-5.0,2.0,-3.0
45349,13.0,8.0,8.0,5.0,6.0,13.0
46395,-96.0,-60.0,-38.0,-82.0,-17.0,-62.0
52354,25.0,20.0,21.0,7.0,17.0,24.0
45467,20.0,16.0,0.0,11.0,5.0,12.0
11801,35.0,35.0,15.0,18.0,25.0,22.0
34847,-34.0,-22.0,-55.0,-28.0,29.0,-3.0
17099,6.0,6.0,2.0,0.0,6.0,6.0
